id_control,fecha_control,dependencia,region,controles_realizados,anomalías_detectadas,personal_asistentes,legajo,dni,apellido,nombre,fecha_nacimiento,edad,jerarquia,fecha_ingreso,antiguedad_anios,estado_funcionario,telefono,observacion_funcionario,tipo_arma,marca_arma,nro_arma,estado_arma,observacion_arma,fecha_asignacion_arma,fecha_devolucion_arma
793,2025-01-18,Departamental Nº 6 Las Termas,Las Termas,6.0,1.0,9.0,LEG0793,36862201,Rodríguez,José,1968-08-16,57.0,Oficial Sub-Inspector,2015-03-12,11.0,Inactivo,,,Escopeta,Remington,ARM-00793,Operativa,Requiere revisión anual,2024-02-08,
794,2025-05-01,Departamental Nº 5 Zona Este (La Banda),La Banda,6.0,0.0,6.0,LEG0794,43056582,Pérez,Lucía,1977-12-06,47.0,Cabo Primero,2011-08-13,,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00794,Operativa,Requiere revisión anual,2024-10-31,
795,2025-10-15,Departamental Nº 1 Zona Norte (Capital),Capital,8.0,0.0,6.0,LEG0795,25397902,García,Carlos,1985-01-29,40.0,Cabo,2019-04-05,7.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00795,Operativa,Requiere revisión anual,2025-05-24,
796,2025-08-17,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,3.0,2.0,2.0,LEG0796,21794284,López,María,1992-06-09,33.0,Sargento,2012-09-03,13.0,Activo,,,Pistola,Glock,ARM-00796,Operativa,,2025-03-09,
797,2025-10-18,Departamental Nº 7 Frías,Frías,5.0,0.0,1.0,LEG0797,44932710,Gómez,José,1967-10-10,58.0,Cabo Primero,2011-09-10,14.0,Activo,,En licencia médica,Escopeta,IWI,ARM-00797,Operativa,,2025-09-02,
798,2025-05-27,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,1.0,2.0,LEG0798,31288664,Gómez,Luis,1975-04-10,50.0,Agente,2019-03-21,7.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,Bersa,ARM-00798,Operativa,,2024-07-07,
799,2025-07-21,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,1.0,4.0,LEG0799,22667424,Romero,Ana,1978-07-25,47.0,Agente,2019-06-01,6.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Bersa,ARM-00799,Operativa,Desgaste en cañón,2025-06-07,
800,2025-08-10,Departamental Nº 14 Pinto,Pinto,7.0,2.0,2.0,LEG0800,35052723,Rodríguez,Laura,1987-10-19,38.0,Agente,2019-04-03,7.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00800,En mantenimiento,Desgaste en cañón,2025-03-21,
801,2024-12-31,Departamental Nº 13 Añatuya,Añatuya,3.0,0.0,5.0,LEG0801,26826299,Pérez,Luis,1998-09-18,27.0,Sargento,2019-04-27,6.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00801,Operativa,,2024-09-26,
802,2024-12-18,Departamental Nº 6 Las Termas,Las Termas,5.0,1.0,8.0,LEG0802,44356224,López,Lucía,1974-11-01,51.0,Agente,2015-07-14,10.0,Activo,,En licencia médica,Pistola,Remington,ARM-00802,Operativa,,2024-06-06,
803,2024-12-29,Departamental Nº 4 Zona Oeste (La Banda),La Banda,6.0,0.0,6.0,LEG0803,43834634,Pérez,José,1968-07-03,57.0,Sargento Primero,2018-02-23,8.0,Activo,3854-XXXXXX,,Fusil,Glock,ARM-00803,Operativa,,2024-02-06,
804,2025-01-08,Departamental Nº 5 Zona Este (La Banda),La Banda,3.0,1.0,2.0,LEG0804,43859388,García,Ana,1971-02-24,54.0,Agente,2019-09-06,6.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00804,Operativa,,2024-05-07,
805,2025-06-17,Departamental Nº 7 Frías,Frías,10.0,3.0,9.0,LEG0805,29466968,López,Pedro,1981-11-16,43.0,Agente,2014-06-12,11.0,Activo,,En licencia médica,Pistola,Remington,ARM-00805,Fuera de servicio,Desgaste en cañón,2025-04-07,
806,2025-04-19,Departamental Nº 16 Los Flores (Capital),Capital,6.0,0.0,9.0,LEG0806,27162950,Martínez,Lucía,2000-07-25,25.0,Cabo,2017-10-05,8.0,Inactivo,,,Pistola,Remington,ARM-00806,Operativa,,2024-12-15,
807,2025-06-27,Departamental Nº 2 Zona Centro (Capital),Capital,7.0,0.0,4.0,LEG0807,35425607,Romero,Juan,1972-05-23,53.0,Oficial Principal,2021-09-21,4.0,Activo,,,Pistola,Bersa,ARM-00807,Operativa,,2025-02-08,
808,2025-03-27,Departamental Nº 11 Monte Quemado,Monte Quemado,2.0,3.0,6.0,LEG0808,44271468,Díaz,Carlos,1995-05-12,30.0,Agente,2020-09-24,5.0,Activo,,,Escopeta,IWI,ARM-00808,En mantenimiento,Desgaste en cañón,2025-01-05,
809,2025-03-25,Departamental Nº 2 Zona Centro (Capital),Capital,5.0,1.0,2.0,LEG0809,39932219,Fernández,Carlos,1989-06-20,36.0,Cabo,2011-08-22,14.0,Activo,,,Fusil,Remington,ARM-00809,En mantenimiento,,2025-02-01,
810,2024-12-15,Departamental Nº 16 Los Flores (Capital),Capital,5.0,2.0,8.0,LEG0810,22941937,Rodríguez,Carlos,1976-02-08,49.0,Oficial Principal,2014-09-10,11.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00810,En mantenimiento,Requiere revisión anual,2024-08-26,
811,2024-11-22,Departamental Nº 11 Monte Quemado,Monte Quemado,9.0,2.0,9.0,LEG0811,32976335,García,María,1990-09-23,35.0,Sargento Principal,2015-06-12,10.0,Activo,,,Pistola,Remington,ARM-00811,Operativa,,2024-07-19,
812,2025-08-20,Departamental Nº 15 Ojo de Agua,Ojo de Agua,1.0,1.0,5.0,LEG0812,38819219,Pérez,Pedro,2003-05-16,22.0,Oficial Sub-Inspector,2016-02-05,10.0,Inactivo,,,Pistola,IWI,ARM-00812,En mantenimiento,,2024-09-21,
813,2025-07-17,Departamental Nº 3 Zona Sur (Capital),Capital,3.0,0.0,2.0,LEG0813,25754769,Sánchez,Juan,1991-02-10,34.0,Suboficial Mayor,2018-12-18,7.0,Activo,3855-XXXXXX,,Escopeta,Glock,ARM-00813,Operativa,,2024-11-17,
814,2025-06-12,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,1.0,5.0,LEG0814,41208249,Martínez,Carlos,1983-01-17,42.0,Sargento Ayudante,2015-11-20,10.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00814,Operativa,,2025-03-17,
815,2025-05-15,Departamental Nº 11 Monte Quemado,Monte Quemado,3.0,1.0,6.0,LEG0815,43533329,Romero,María,1967-08-10,58.0,Oficial Principal,2012-12-01,13.0,Inactivo,,,Fusil,IWI,ARM-00815,Operativa,,2024-12-25,
816,2025-10-09,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,1.0,2.0,LEG0816,30054353,López,María,1995-04-12,30.0,Sargento Primero,2023-06-11,2.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00816,Operativa,Requiere revisión anual,2025-04-01,
817,2024-11-18,Departamental Nº 7 Frías,Frías,5.0,2.0,2.0,LEG0817,31934055,García,Luis,1995-01-15,30.0,Oficial Sub-Inspector,2013-10-10,12.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00817,En mantenimiento,Desgaste en cañón,2024-04-22,
818,2025-05-25,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,6.0,1.0,3.0,LEG0818,30827332,Gómez,Ana,1972-08-24,53.0,Oficial Principal,2019-12-08,6.0,Inactivo,,,Pistola,Bersa,ARM-00818,Operativa,,2024-08-16,
819,2025-03-27,Departamental Nº 6 Las Termas,Las Termas,6.0,1.0,7.0,LEG0819,38682114,Sánchez,José,1973-11-25,51.0,Oficial Inspector,2022-06-18,3.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Glock,ARM-00819,Operativa,,2024-05-31,
820,2025-08-19,Departamental Nº 5 Zona Este (La Banda),La Banda,5.0,2.0,7.0,LEG0820,35574903,Pérez,Juan,1984-08-04,41.0,Cabo Primero,2020-08-13,5.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00820,En mantenimiento,,2024-07-25,
821,2025-09-19,Departamental Nº 4 Zona Oeste (La Banda),La Banda,2.0,1.0,1.0,LEG0821,26962663,Rodríguez,José,1995-12-10,29.0,Cabo,2019-07-05,6.0,Activo,,,Escopeta,Bersa,ARM-00821,Operativa,,2024-10-10,
822,2025-03-02,Departamental Nº 13 Añatuya,Añatuya,8.0,0.0,3.0,LEG0822,42852984,López,Ana,1983-12-29,41.0,Cabo,2017-12-20,8.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00822,En mantenimiento,Desgaste en cañón,2024-04-02,
823,2025-07-13,Departamental Nº 8 Fernández,Fernández,6.0,2.0,9.0,LEG0823,34940410,Gómez,Lucía,2002-07-14,23.0,Sub-Comisario,2017-07-03,8.0,Inactivo,,,Escopeta,Glock,ARM-00823,Operativa,,2025-04-29,
824,2025-01-09,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,3.0,0.0,5.0,LEG0824,41418947,Díaz,Pedro,1973-09-08,52.0,Oficial Ayudante,2016-06-07,9.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Bersa,ARM-00824,Fuera de servicio,Desgaste en cañón,2024-08-20,
825,2024-12-25,Departamental Nº 8 Fernández,Fernández,4.0,0.0,9.0,LEG0825,26098385,Gómez,Ana,1983-04-14,42.0,Comisario Mayor,2018-08-14,7.0,Inactivo,,,Pistola,Remington,ARM-00825,Operativa,,2024-06-19,
826,2025-02-23,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,6.0,1.0,7.0,LEG0826,35557356,López,Carlos,1973-04-03,52.0,Agente,2019-10-11,6.0,Activo,,,Escopeta,IWI,ARM-00826,Fuera de servicio,,2024-12-21,
827,2025-06-09,Departamental Nº 6 Las Termas,Las Termas,1.0,0.0,9.0,LEG0827,29306439,Sánchez,María,1985-03-20,40.0,Sargento,2010-08-20,15.0,Activo,3855-XXXXXX,,Fusil,IWI,ARM-00827,En mantenimiento,,2024-06-09,
828,2025-02-02,Departamental Nº 12 Quimilí,Quimilí,9.0,1.0,,LEG0828,26316154,García,Pedro,1994-05-24,31.0,Cabo Primero,2017-06-01,8.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00828,Fuera de servicio,,2024-05-04,
829,2025-05-30,Departamental Nº 12 Quimilí,Quimilí,5.0,2.0,9.0,LEG0829,23196702,Pérez,Luis,1970-06-14,55.0,Sargento Ayudante,2011-05-04,14.0,Activo,,,Pistola,Glock,ARM-00829,Operativa,,2024-12-14,
830,2025-02-24,Departamental Nº 1 Zona Norte (Capital),Capital,6.0,0.0,4.0,LEG0830,44792301,Pérez,Luis,1966-06-15,59.0,Sargento Primero,2020-10-17,5.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00830,Operativa,,2024-01-27,
831,2025-07-04,Departamental Nº 5 Zona Este (La Banda),La Banda,4.0,0.0,1.0,LEG0831,37343208,Romero,José,1969-11-04,56.0,Cabo,2020-02-19,6.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00831,Operativa,,2025-03-16,
832,2025-09-22,Departamental Nº 3 Zona Sur (Capital),Capital,5.0,1.0,6.0,LEG0832,22197956,Pérez,Carlos,1980-01-22,45.0,Cabo Primero,2013-11-19,12.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,IWI,ARM-00832,Fuera de servicio,,2025-02-02,
833,2025-03-07,Departamental Nº 13 Añatuya,Añatuya,8.0,2.0,8.0,LEG0833,33490754,Rodríguez,Laura,1994-05-12,31.0,Agente,2022-08-11,3.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00833,Operativa,,2024-08-08,
834,2025-04-22,Departamental Nº 13 Añatuya,Añatuya,10.0,0.0,7.0,LEG0834,21031232,Sánchez,Lucía,2001-03-24,24.0,Cabo,2021-07-07,4.0,Inactivo,,,Escopeta,IWI,ARM-00834,Fuera de servicio,Desgaste en cañón,2024-07-17,
835,2025-05-29,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,0.0,8.0,LEG0835,40863940,Fernández,Juan,1976-03-04,49.0,Agente,2016-09-07,9.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,IWI,ARM-00835,Operativa,,2025-02-04,
836,2025-04-15,Departamental Nº 13 Añatuya,Añatuya,5.0,2.0,2.0,LEG0836,20329649,Rodríguez,Pedro,1978-05-17,47.0,Oficial Inspector,2015-02-16,11.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00836,Fuera de servicio,Desgaste en cañón,2024-03-29,2024-07-19
837,2025-08-30,Departamental Nº 12 Quimilí,Quimilí,3.0,2.0,9.0,LEG0837,41358958,Fernández,Ana,1976-01-04,49.0,Sargento Ayudante,2019-04-01,7.0,Activo,,En licencia médica,Pistola,IWI,ARM-00837,En mantenimiento,,2025-05-06,2026-06-24
838,2025-01-24,Departamental Nº 2 Zona Centro (Capital),Capital,9.0,0.0,9.0,LEG0838,41171473,Romero,Sofía,1998-04-05,27.0,Oficial Ayudante,2016-04-19,10.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00838,Operativa,,2024-10-24,
839,2025-07-13,Departamental Nº 14 Pinto,Pinto,5.0,1.0,8.0,LEG0839,39580993,López,Sofía,1981-10-20,44.0,Oficial Inspector,2014-08-03,11.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Bersa,ARM-00839,En mantenimiento,,2024-08-09,
840,2024-10-26,Departamental Nº 6 Las Termas,Las Termas,9.0,1.0,1.0,LEG0840,25220421,Romero,Laura,1969-03-05,56.0,Oficial Ayudante,2017-09-14,8.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00840,Operativa,Requiere revisión anual,2024-02-15,
841,2025-07-06,Departamental Nº 11 Monte Quemado,Monte Quemado,2.0,0.0,7.0,LEG0841,21446585,Pérez,Juan,1967-12-28,57.0,Agente,2023-01-19,3.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00841,Operativa,,2025-03-10,
842,2025-01-14,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,0.0,1.0,LEG0842,38144305,Fernández,Lucía,1993-02-26,32.0,Oficial Ayudante,2014-11-26,11.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00842,Operativa,,2024-05-07,
843,2025-02-26,Departamental Nº 3 Zona Sur (Capital),Capital,8.0,0.0,6.0,LEG0843,30823904,Fernández,Carlos,1969-06-03,56.0,Sargento Principal,2010-05-31,15.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00843,Operativa,,2024-08-19,
844,2025-10-23,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,1.0,4.0,LEG0844,37761982,Gómez,María,1965-12-07,59.0,Agente,2017-10-09,8.0,Activo,,En licencia médica,Pistola,Bersa,ARM-00844,Operativa,,2024-10-13,
845,2025-01-04,Departamental Nº 13 Añatuya,Añatuya,5.0,1.0,5.0,LEG0845,22597192,López,Carlos,2002-03-10,23.0,Agente,2011-09-03,14.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00845,En mantenimiento,Requiere revisión anual,2024-03-24,
846,2025-07-17,Departamental Nº 13 Añatuya,Añatuya,3.0,1.0,9.0,LEG0846,42742007,Romero,Luis,1980-11-19,44.0,Sargento Ayudante,2011-05-16,14.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00846,Operativa,,2025-01-19,
847,2025-08-20,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,6.0,1.0,8.0,LEG0847,23448788,Romero,María,1972-03-08,53.0,Cabo,2013-09-03,12.0,Activo,,,Escopeta,Remington,ARM-00847,Operativa,,2024-10-10,
848,2025-08-02,Departamental Nº 9 Loreto,Loreto,8.0,0.0,8.0,LEG0848,28508394,Díaz,Sofía,1980-12-04,44.0,Oficial Sub-Inspector,2017-06-29,8.0,Activo,,En licencia médica,Pistola,Remington,ARM-00848,En mantenimiento,,2025-03-18,
849,2025-05-05,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,2.0,1.0,9.0,LEG0849,35572616,Díaz,José,1992-02-23,33.0,Oficial Principal,2018-06-30,7.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00849,Operativa,Desgaste en cañón,2024-05-28,
850,2025-02-28,Departamental Nº 12 Quimilí,Quimilí,5.0,2.0,5.0,LEG0850,30029234,Rodríguez,Luis,1978-11-15,46.0,Suboficial Mayor,2011-11-16,14.0,Activo,,,Pistola,Glock,ARM-00850,Operativa,,2024-04-21,
851,2025-03-16,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,2.0,8.0,LEG0851,42663023,Fernández,Laura,1985-07-28,40.0,Sargento Primero,2019-07-01,6.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00851,En mantenimiento,,2024-11-11,
852,2025-05-18,Departamental Nº 6 Las Termas,Las Termas,8.0,1.0,5.0,LEG0852,21121972,Gómez,Luis,1970-12-12,54.0,Cabo,2016-09-17,9.0,Activo,,Próximo a retiro,Pistola,Glock,ARM-00852,Operativa,,2024-06-08,
853,2025-08-11,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,1.0,5.0,LEG0853,41211522,Martínez,Sofía,1965-02-05,60.0,Sargento Ayudante,2013-03-25,13.0,Activo,3854-XXXXXX,,Escopeta,Remington,ARM-00853,Operativa,,2025-06-23,
854,2025-06-24,Departamental Nº 5 Zona Este (La Banda),La Banda,3.0,1.0,6.0,LEG0854,39960070,Díaz,María,1996-04-07,29.0,Cabo,2010-09-17,15.0,Activo,,Próximo a retiro,Fusil,Glock,ARM-00854,En mantenimiento,Requiere revisión anual,2024-10-27,
855,2025-06-05,Departamental Nº 2 Zona Centro (Capital),Capital,3.0,1.0,2.0,LEG0855,30821577,Martínez,José,1992-01-28,33.0,Comisario Inspector,2019-12-17,6.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,IWI,ARM-00855,En mantenimiento,Requiere revisión anual,2024-05-21,2025-10-15
856,2025-10-08,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,1.0,2.0,LEG0856,40029429,Sánchez,Pedro,2001-04-02,24.0,Suboficial Mayor,2016-02-29,10.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00856,Operativa,,2025-06-10,
857,2025-07-11,Departamental Nº 1 Zona Norte (Capital),Capital,3.0,1.0,3.0,LEG0857,28395194,Sánchez,Sofía,1984-12-07,40.0,Suboficial Mayor,2020-05-19,5.0,Activo,3854-XXXXXX,,Escopeta,Remington,ARM-00857,Operativa,,2024-06-23,
858,2025-08-16,Departamental Nº 6 Las Termas,Las Termas,6.0,3.0,4.0,LEG0858,29141354,Sánchez,Carlos,1971-09-12,54.0,Agente,2020-10-09,5.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00858,Operativa,Requiere revisión anual,2025-04-18,
859,2025-09-12,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,,3.0,LEG0859,29881960,Gómez,José,1992-07-30,33.0,Oficial Sub-Inspector,2010-09-26,15.0,Activo,,Próximo a retiro,Pistola,Remington,ARM-00859,En mantenimiento,Desgaste en cañón,2025-02-08,2025-07-09
860,2024-11-02,Departamental Nº 12 Quimilí,Quimilí,5.0,0.0,2.0,LEG0860,33629401,Martínez,Ana,1970-05-03,55.0,Agente,2011-05-18,14.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00860,Fuera de servicio,Desgaste en cañón,2024-07-27,
861,2025-07-02,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,0.0,4.0,LEG0861,26229072,Díaz,Sofía,1975-03-03,50.0,Agente,2017-01-06,9.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Glock,ARM-00861,Operativa,,2025-01-31,
862,2025-07-08,Departamental Nº 14 Pinto,Pinto,10.0,1.0,7.0,LEG0862,34104127,García,Carlos,1973-12-21,51.0,Oficial Ayudante,2021-03-19,5.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Remington,ARM-00862,Operativa,Requiere revisión anual,2024-09-22,
863,2024-11-09,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,8.0,3.0,1.0,LEG0863,37383359,Martínez,José,1999-08-07,26.0,Cabo,2020-01-07,6.0,Inactivo,,,Fusil,Remington,ARM-00863,Operativa,,2023-12-14,
864,2025-05-27,Departamental Nº 15 Ojo de Agua,Ojo de Agua,2.0,,6.0,LEG0864,30887532,Fernández,Luis,1998-09-29,27.0,Agente,2018-10-04,7.0,Activo,,,Escopeta,Bersa,ARM-00864,Operativa,,2025-01-08,
865,2025-08-11,Departamental Nº 7 Frías,Frías,4.0,0.0,5.0,LEG0865,38252388,Martínez,José,1968-09-05,57.0,Cabo,2011-02-07,15.0,Activo,,En licencia médica,Fusil,Glock,ARM-00865,Operativa,,2024-07-18,
866,2025-02-26,Departamental Nº 6 Las Termas,Las Termas,1.0,0.0,9.0,LEG0866,20267709,Fernández,María,1966-05-03,59.0,Agente,2019-07-15,6.0,Inactivo,,,Fusil,Bersa,ARM-00866,Fuera de servicio,,2024-02-09,
867,2025-08-03,Departamental Nº 15 Ojo de Agua,Ojo de Agua,0.0,1.0,6.0,LEG0867,36045335,Pérez,Ana,2002-05-07,23.0,Cabo,2016-06-03,9.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00867,Operativa,,2024-09-14,
868,2025-04-16,Departamental Nº 8 Fernández,Fernández,3.0,2.0,9.0,LEG0868,43020382,Pérez,Juan,1999-05-04,26.0,Sargento Primero,2013-09-22,12.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00868,Operativa,,2025-01-09,
869,2025-04-28,Departamental Nº 15 Ojo de Agua,Ojo de Agua,3.0,0.0,8.0,LEG0869,33971297,Fernández,Ana,1971-12-11,53.0,Oficial Inspector,2017-02-07,9.0,Activo,,,Pistola,Glock,ARM-00869,En mantenimiento,,2024-12-14,
870,2024-11-27,Departamental Nº 16 Los Flores (Capital),Capital,3.0,0.0,7.0,LEG0870,33635061,García,Carlos,2001-03-14,24.0,Oficial Ayudante,2011-01-30,15.0,Activo,,,Pistola,Remington,ARM-00870,Operativa,,2024-08-22,
871,2024-11-10,Departamental Nº 12 Quimilí,Quimilí,5.0,1.0,9.0,LEG0871,37123177,Pérez,Pedro,1996-10-06,29.0,Oficial Inspector,2020-06-19,5.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00871,Operativa,,2024-01-05,
872,2025-02-01,Departamental Nº 15 Ojo de Agua,Ojo de Agua,3.0,1.0,1.0,LEG0872,44468052,Fernández,Laura,1992-06-15,33.0,Agente,2018-11-03,7.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00872,Operativa,,2024-03-11,
873,2025-03-11,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,1.0,8.0,LEG0873,41053671,García,Luis,1981-03-27,44.0,Cabo,2011-08-23,14.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00873,Operativa,,2024-11-25,
874,2025-05-07,Departamental Nº 16 Los Flores (Capital),Capital,5.0,0.0,6.0,LEG0874,30258254,García,Pedro,1983-10-14,42.0,Sargento,2014-06-14,11.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00874,En mantenimiento,,2025-01-03,
875,2024-10-26,Departamental Nº 3 Zona Sur (Capital),Capital,3.0,1.0,4.0,LEG0875,25163509,Pérez,María,1990-09-22,35.0,Suboficial Mayor,2019-02-04,7.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00875,Operativa,,2024-04-01,
876,2025-05-27,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,2.0,,7.0,LEG0876,42370038,López,Pedro,1994-03-22,31.0,Sargento,2011-11-21,14.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00876,En mantenimiento,,2025-04-12,
877,2025-10-07,Departamental Nº 3 Zona Sur (Capital),Capital,3.0,1.0,6.0,LEG0877,36123498,García,Luis,1977-10-05,48.0,Agente,2010-10-19,,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00877,Operativa,Requiere revisión anual,2025-06-07,
878,2025-07-27,Departamental Nº 2 Zona Centro (Capital),Capital,7.0,0.0,4.0,LEG0878,26429954,Sánchez,Luis,1984-08-12,41.0,Agente,2018-02-24,8.0,Activo,3855-XXXXXX,,Escopeta,IWI,ARM-00878,Operativa,,2025-03-24,
879,2025-07-25,Departamental Nº 12 Quimilí,Quimilí,4.0,1.0,2.0,LEG0879,34922527,Martínez,Juan,1982-10-23,43.0,Agente,2019-02-17,7.0,Activo,,,Pistola,Bersa,ARM-00879,En mantenimiento,,2025-01-01,
880,2025-04-28,Departamental Nº 8 Fernández,Fernández,3.0,0.0,3.0,LEG0880,31165292,Martínez,Luis,1976-12-13,48.0,Agente,2011-02-20,15.0,Activo,,,Pistola,Remington,ARM-00880,Operativa,Desgaste en cañón,2025-03-07,
881,2025-06-01,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,1.0,3.0,LEG0881,27921209,Fernández,María,1979-12-17,45.0,Sargento Ayudante,2011-12-03,14.0,Activo,,,Escopeta,IWI,ARM-00881,Operativa,,2024-07-07,
882,2024-12-29,Departamental Nº 7 Frías,Frías,5.0,1.0,2.0,LEG0882,34425858,Romero,Luis,2004-09-21,21.0,Oficial Inspector,2012-10-17,13.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Bersa,ARM-00882,Operativa,,2024-09-19,
883,2025-01-06,Departamental Nº 3 Zona Sur (Capital),Capital,6.0,2.0,1.0,LEG0883,24628255,López,Lucía,1993-08-15,32.0,Cabo Primero,2014-05-01,11.0,Activo,,,Escopeta,Remington,ARM-00883,En mantenimiento,,2024-01-26,
884,2024-10-27,Departamental Nº 3 Zona Sur (Capital),Capital,4.0,1.0,3.0,LEG0884,43716753,García,Pedro,1989-08-19,36.0,Cabo,2020-07-26,5.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00884,Operativa,,2024-05-10,
885,2024-10-30,Departamental Nº 11 Monte Quemado,Monte Quemado,4.0,1.0,6.0,LEG0885,33588749,Gómez,Juan,1968-12-04,56.0,Oficial Sub-Inspector,2014-12-11,11.0,Activo,,,Fusil,Glock,ARM-00885,Operativa,,2024-07-25,
886,2025-06-19,Departamental Nº 8 Fernández,Fernández,5.0,2.0,6.0,LEG0886,33029536,Martínez,Ana,1988-01-08,37.0,Comisario,2010-02-28,16.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Remington,ARM-00886,En mantenimiento,Requiere revisión anual,2024-08-27,
887,2024-11-16,Departamental Nº 11 Monte Quemado,Monte Quemado,3.0,0.0,8.0,LEG0887,25422816,Martínez,Sofía,1974-08-26,51.0,Oficial Ayudante,2022-02-19,4.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00887,Fuera de servicio,,2023-12-26,
888,2025-06-12,Departamental Nº 12 Quimilí,Quimilí,8.0,1.0,4.0,LEG0888,37926036,Rodríguez,María,1997-10-10,28.0,Cabo Primero,2014-10-28,11.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Glock,ARM-00888,Operativa,,2025-04-30,
889,2025-09-24,Departamental Nº 11 Monte Quemado,Monte Quemado,3.0,0.0,4.0,LEG0889,20247364,Martínez,Carlos,1999-01-19,26.0,Cabo Primero,2016-01-12,10.0,Inactivo,,,Escopeta,IWI,ARM-00889,Operativa,,2024-11-14,
890,2025-08-30,Departamental Nº 16 Los Flores (Capital),Capital,3.0,1.0,6.0,LEG0890,29290883,Rodríguez,Ana,1989-08-06,36.0,Sargento,2014-11-07,11.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00890,Operativa,,2024-10-18,
